"Name","Date","All cause","Covid-19 Deaths"
"Norfolk",2020-04-19,0,0
"North East Lincolnshire",2020-04-19,0,0
"North Lincolnshire",2020-04-19,2,1
"North Somerset",2020-04-19,2,0
"North Tyneside",2020-04-19,1,0
"North Yorkshire",2020-04-19,2,2
"Northamptonshire",2020-04-19,10,5
"Northumberland",2020-04-19,0,0
"Nottingham",2020-04-19,0,0
"Nottinghamshire",2020-04-19,4,2
"Oldham",2020-04-19,0,0
"Oxfordshire",2020-04-19,9,6
"Peterborough",2020-04-19,0,0
"Plymouth",2020-04-19,0,0
"Portsmouth",2020-04-19,2,1
"Reading",2020-04-19,1,1
"Redbridge",2020-04-19,0,0
"Redcar and Cleveland",2020-04-19,0,0
"Richmond upon Thames",2020-04-19,1,1
"Rochdale",2020-04-19,0,0
"Rotherham",2020-04-19,2,0
"Rutland",2020-04-19,0,
"Salford",2020-04-19,0,0
"Sandwell",2020-04-19,0,0
"Sefton",2020-04-19,1,1
"Sheffield",2020-04-19,5,1
"Shropshire",2020-04-19,0,0
"Slough",2020-04-19,0,0
"Solihull",2020-04-19,3,3
"Somerset",2020-04-19,4,2
"South Gloucestershire",2020-04-19,0,0
"South Tyneside",2020-04-19,1,1
"Southampton",2020-04-19,0,0
"Southend-on-Sea",2020-04-19,2,0
"Southwark",2020-04-19,0,0
"St. Helens",2020-04-19,1,0
"Staffordshire",2020-04-19,3,1
"Stockport",2020-04-19,1,0
"Stockton-on-Tees",2020-04-19,0,0
"Stoke-on-Trent",2020-04-19,0,0
"Suffolk",2020-04-19,7,2
"Sunderland",2020-04-19,0,0
"Surrey",2020-04-19,5,2
"Sutton",2020-04-19,2,1
"Swindon",2020-04-19,2,1
"Tameside",2020-04-19,0,0
"Telford and Wrekin",2020-04-19,2,0
"Thurrock",2020-04-19,0,0
"Torbay",2020-04-19,0,0
"Tower Hamlets",2020-04-19,0,0
"Trafford",2020-04-19,0,0
"Wakefield",2020-04-19,2,1
"Walsall",2020-04-19,1,1
"Waltham Forest",2020-04-19,0,0
"Wandsworth",2020-04-19,0,0
"Warrington",2020-04-19,2,1
"Warwickshire",2020-04-19,0,0
"West Berkshire",2020-04-19,1,1
"West Sussex",2020-04-19,7,1
"Westminster",2020-04-19,0,0
"Wigan",2020-04-19,2,2
"Wiltshire",2020-04-19,1,0
"Windsor and Maidenhead",2020-04-19,1,0
"Wirral",2020-04-19,1,1
"Wokingham",2020-04-19,0,0
"Wolverhampton",2020-04-19,0,0
"Worcestershire",2020-04-19,4,1
"York",2020-04-19,3,1
"Notes:",2020-04-19,,
"1. Data provided by Care Quality Commission",2020-04-19,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-19,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-19,,
"England",2020-04-20,1528,582
"Barking and Dagenham",2020-04-20,0,0
"Barnet",2020-04-20,10,4
"Barnsley",2020-04-20,7,3
"Bath and North East Somerset",2020-04-20,3,3
"Bedford",2020-04-20,9,3
"Bexley",2020-04-20,8,2
"Birmingham",2020-04-20,28,12
"Blackburn with Darwen",2020-04-20,4,1
"Blackpool",2020-04-20,3,0
"Bolton",2020-04-20,5,3
"Bournemouth, Christchurch and Poole",2020-04-20,11,2
"Bracknell Forest",2020-04-20,0,0
"Bradford",2020-04-20,17,3
"Brent",2020-04-20,5,2
"Brighton and Hove",2020-04-20,8,5
"Bristol, City of",2020-04-20,10,7
"Bromley",2020-04-20,8,5
"Buckinghamshire",2020-04-20,13,5
"Bury",2020-04-20,3,1
"Calderdale",2020-04-20,9,5
"Cambridgeshire",2020-04-20,16,5
"Camden",2020-04-20,2,1
"Central Bedfordshire",2020-04-20,5,3
"Cheshire East",2020-04-20,21,12
"Cheshire West and Chester",2020-04-20,9,5
"Cornwall",2020-04-20,10,1
"County Durham",2020-04-20,24,9
"Coventry",2020-04-20,6,3
"Croydon",2020-04-20,9,3
"Cumbria",2020-04-20,17,5
"Darlington",2020-04-20,6,6
"Derby",2020-04-20,6,2
"Derbyshire",2020-04-20,31,15
"Devon",2020-04-20,15,6
"Doncaster",2020-04-20,6,0
"Dorset",2020-04-20,11,4
"Dudley",2020-04-20,10,2
"Ealing",2020-04-20,4,2
"East Riding of Yorkshire",2020-04-20,14,4
"East Sussex",2020-04-20,26,6
"Enfield",2020-04-20,11,3
"Essex",2020-04-20,55,17
"Gateshead",2020-04-20,14,8
"Gloucestershire",2020-04-20,31,13
"Greenwich",2020-04-20,2,0
"Hackney",2020-04-20,1,0
"Halton",2020-04-20,1,0
"Hammersmith and Fulham",2020-04-20,0,0
"Hampshire",2020-04-20,38,16
"Haringey",2020-04-20,0,0
"Harrow",2020-04-20,6,2
"Hartlepool",2020-04-20,4,3
"Havering",2020-04-20,7,1
"Herefordshire, County of",2020-04-20,5,0
"Hertfordshire",2020-04-20,37,21
"Hillingdon",2020-04-20,9,4
"Hounslow",2020-04-20,3,1
"Isle of Wight",2020-04-20,0,0
"Islington",2020-04-20,3,2
"Kensington and Chelsea",2020-04-20,0,0
"Kent",2020-04-20,27,10
"Kingston upon Hull, City of",2020-04-20,6,3
"Kingston upon Thames",2020-04-20,1,1
"Kirklees",2020-04-20,17,3
"Knowsley",2020-04-20,3,2
"Lambeth",2020-04-20,2,1
"Lancashire",2020-04-20,42,21
"Leeds",2020-04-20,19,9
"Leicester",2020-04-20,6,1
"Leicestershire",2020-04-20,11,3
"Lewisham",2020-04-20,1,0
"Lincolnshire",2020-04-20,12,2
"Liverpool",2020-04-20,21,7
"Luton",2020-04-20,2,0
"Manchester",2020-04-20,13,3
"Medway",2020-04-20,4,1
"Merton",2020-04-20,1,0
"Middlesbrough",2020-04-20,6,2
"Milton Keynes",2020-04-20,9,4
"Newcastle upon Tyne",2020-04-20,6,3
"Newham",2020-04-20,1,1
"Norfolk",2020-04-20,13,3
"North East Lincolnshire",2020-04-20,1,0
"North Lincolnshire",2020-04-20,5,0
"North Somerset",2020-04-20,11,1
"North Tyneside",2020-04-20,4,1
"North Yorkshire",2020-04-20,21,8
"Northamptonshire",2020-04-20,18,3
"Northumberland",2020-04-20,15,8
"Nottingham",2020-04-20,3,2
"Nottinghamshire",2020-04-20,24,12
"Oldham",2020-04-20,6,3
"Oxfordshire",2020-04-20,19,4
"Peterborough",2020-04-20,5,0
"Plymouth",2020-04-20,6,1
"Portsmouth",2020-04-20,2,2
"Reading",2020-04-20,1,1
"Redbridge",2020-04-20,2,0
"Redcar and Cleveland",2020-04-20,7,1
"Richmond upon Thames",2020-04-20,3,1
"Rochdale",2020-04-20,3,1
"Rotherham",2020-04-20,7,4
"Rutland",2020-04-20,0,
"Salford",2020-04-20,8,5
"Sandwell",2020-04-20,8,2
"Sefton",2020-04-20,10,0
"Sheffield",2020-04-20,21,14
"Shropshire",2020-04-20,16,5
"Slough",2020-04-20,1,1
"Solihull",2020-04-20,13,6
"Somerset",2020-04-20,17,4
"South Gloucestershire",2020-04-20,7,5
"South Tyneside",2020-04-20,7,3
"Southampton",2020-04-20,7,4
"Southend-on-Sea",2020-04-20,6,1
"Southwark",2020-04-20,0,0
"St. Helens",2020-04-20,6,1
"Staffordshire",2020-04-20,35,14
"Stockport",2020-04-20,19,6
"Stockton-on-Tees",2020-04-20,5,0
"Stoke-on-Trent",2020-04-20,7,3
"Suffolk",2020-04-20,24,10
"Sunderland",2020-04-20,18,6
"Surrey",2020-04-20,40,10
"Sutton",2020-04-20,4,0
"Swindon",2020-04-20,3,1
"Tameside",2020-04-20,8,4
"Telford and Wrekin",2020-04-20,5,1
"Thurrock",2020-04-20,1,0
"Torbay",2020-04-20,2,0
"Tower Hamlets",2020-04-20,0,0
"Trafford",2020-04-20,8,2
"Wakefield",2020-04-20,10,3
"Walsall",2020-04-20,9,4
"Waltham Forest",2020-04-20,4,1
"Wandsworth",2020-04-20,3,2
"Warrington",2020-04-20,4,3
"Warwickshire",2020-04-20,16,6
"West Berkshire",2020-04-20,8,4
"West Sussex",2020-04-20,47,20
"Westminster",2020-04-20,2,1
"Wigan",2020-04-20,4,1
"Wiltshire",2020-04-20,29,11
"Windsor and Maidenhead",2020-04-20,10,5
"Wirral",2020-04-20,16,10
"Wokingham",2020-04-20,3,3
"Wolverhampton",2020-04-20,7,5
"Worcestershire",2020-04-20,22,10
"York",2020-04-20,6,1
"Notes:",2020-04-20,,
"1. Data provided by Care Quality Commission",2020-04-20,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-20,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-20,,
"England",2020-04-21,1252,529
"Barking and Dagenham",2020-04-21,1,1
"Barnet",2020-04-21,9,5
"Barnsley",2020-04-21,7,1
"Bath and North East Somerset",2020-04-21,2,0
"Bedford",2020-04-21,0,0
"Bexley",2020-04-21,0,0
"Birmingham",2020-04-21,9,4
"Blackburn with Darwen",2020-04-21,3,1
"Blackpool",2020-04-21,3,1
"Bolton",2020-04-21,9,5
"Bournemouth, Christchurch and Poole",2020-04-21,10,5
"Bracknell Forest",2020-04-21,0,0
"Bradford",2020-04-21,13,3
"Brent",2020-04-21,2,1
"Brighton and Hove",2020-04-21,5,2
"Bristol, City of",2020-04-21,17,6
"Bromley",2020-04-21,9,8
"Buckinghamshire",2020-04-21,9,4
"Bury",2020-04-21,5,1
"Calderdale",2020-04-21,7,3
"Cambridgeshire",2020-04-21,7,0
"Camden",2020-04-21,9,5
"Central Bedfordshire",2020-04-21,1,0
"Cheshire East",2020-04-21,7,4
"Cheshire West and Chester",2020-04-21,15,4
"Cornwall",2020-04-21,10,4
"County Durham",2020-04-21,25,13
"Coventry",2020-04-21,10,9
"Croydon",2020-04-21,6,3
"Cumbria",2020-04-21,13,8
"Darlington",2020-04-21,1,0
"Derby",2020-04-21,8,3
"Derbyshire",2020-04-21,18,7
"Devon",2020-04-21,16,4
"Doncaster",2020-04-21,8,2
"Dorset",2020-04-21,11,4
"Dudley",2020-04-21,6,3
"Ealing",2020-04-21,5,3
"East Riding of Yorkshire",2020-04-21,8,0
"East Sussex",2020-04-21,9,1
"Enfield",2020-04-21,18,13
"Essex",2020-04-21,36,11
"Gateshead",2020-04-21,7,4
"Gloucestershire",2020-04-21,21,11
"Greenwich",2020-04-21,2,0
"Hackney",2020-04-21,2,1
"Halton",2020-04-21,3,2
"Hammersmith and Fulham",2020-04-21,0,0
"Hampshire",2020-04-21,36,12
"Haringey",2020-04-21,0,0
"Harrow",2020-04-21,6,3
"Hartlepool",2020-04-21,2,0
"Havering",2020-04-21,4,1
"Herefordshire, County of",2020-04-21,2,0
"Hertfordshire",2020-04-21,36,22
"Hillingdon",2020-04-21,2,1
"Hounslow",2020-04-21,2,1
"Isle of Wight",2020-04-21,6,1
"Islington",2020-04-21,1,0
"Kensington and Chelsea",2020-04-21,0,0
"Kent",2020-04-21,40,13
"Kingston upon Hull, City of",2020-04-21,2,2
"Kingston upon Thames",2020-04-21,6,4
"Kirklees",2020-04-21,13,7
"Knowsley",2020-04-21,5,2
"Lambeth",2020-04-21,2,2
"Lancashire",2020-04-21,30,12
"Leeds",2020-04-21,15,10
"Leicester",2020-04-21,5,1
"Leicestershire",2020-04-21,16,5
"Lewisham",2020-04-21,3,1
"Lincolnshire",2020-04-21,9,1
"Liverpool",2020-04-21,18,8
"Luton",2020-04-21,3,0
"Manchester",2020-04-21,2,1
"Medway",2020-04-21,3,0
"Merton",2020-04-21,5,0
"Middlesbrough",2020-04-21,5,2
"Milton Keynes",2020-04-21,12,7
"Newcastle upon Tyne",2020-04-21,7,2
"Newham",2020-04-21,2,0
"Norfolk",2020-04-21,3,0
"North East Lincolnshire",2020-04-21,2,0
"North Lincolnshire",2020-04-21,7,2
"North Somerset",2020-04-21,6,0
"North Tyneside",2020-04-21,1,0
"North Yorkshire",2020-04-21,13,7
"Northamptonshire",2020-04-21,13,5
"Northumberland",2020-04-21,5,0
"Nottingham",2020-04-21,4,3
"Nottinghamshire",2020-04-21,16,7
"Oldham",2020-04-21,15,13
"Oxfordshire",2020-04-21,26,14
"Peterborough",2020-04-21,2,1
"Plymouth",2020-04-21,7,1
"Portsmouth",2020-04-21,4,2
"Reading",2020-04-21,10,8
"Redbridge",2020-04-21,6,3
"Redcar and Cleveland",2020-04-21,2,0
"Richmond upon Thames",2020-04-21,5,5
"Rochdale",2020-04-21,4,2
"Rotherham",2020-04-21,14,8
"Rutland",2020-04-21,1,
"Salford",2020-04-21,7,3
"Sandwell",2020-04-21,7,2
"Sefton",2020-04-21,4,0
"Sheffield",2020-04-21,17,8
"Shropshire",2020-04-21,4,2
"Slough",2020-04-21,1,0
"Solihull",2020-04-21,4,2
"Somerset",2020-04-21,19,5
"South Gloucestershire",2020-04-21,3,1
"South Tyneside",2020-04-21,6,2
"Southampton",2020-04-21,6,4
"Southend-on-Sea",2020-04-21,10,2
"Southwark",2020-04-21,5,4
"St. Helens",2020-04-21,9,1
"Staffordshire",2020-04-21,27,13
"Stockport",2020-04-21,5,2
"Stockton-on-Tees",2020-04-21,2,2
"Stoke-on-Trent",2020-04-21,1,1
"Suffolk",2020-04-21,10,1
"Sunderland",2020-04-21,12,5
"Surrey",2020-04-21,41,17
"Sutton",2020-04-21,5,0
"Swindon",2020-04-21,5,1
"Tameside",2020-04-21,6,2
"Telford and Wrekin",2020-04-21,4,3
"Thurrock",2020-04-21,1,0
"Torbay",2020-04-21,1,0
"Tower Hamlets",2020-04-21,0,0
"Trafford",2020-04-21,2,0
"Wakefield",2020-04-21,4,1
"Walsall",2020-04-21,6,2
"Waltham Forest",2020-04-21,0,0
"Wandsworth",2020-04-21,4,2
"Warrington",2020-04-21,4,2
"Warwickshire",2020-04-21,21,8
"West Berkshire",2020-04-21,4,3
"West Sussex",2020-04-21,29,17
"Westminster",2020-04-21,1,1
"Wigan",2020-04-21,6,1
"Wiltshire",2020-04-21,20,13
"Windsor and Maidenhead",2020-04-21,5,1
"Wirral",2020-04-21,16,8
"Wokingham",2020-04-21,6,3
"Wolverhampton",2020-04-21,2,1
"Worcestershire",2020-04-21,29,10
"York",2020-04-21,3,1
"Notes:",2020-04-21,,
"1. Data provided by Care Quality Commission",2020-04-21,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-21,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-21,,
"England",2020-04-22,878,365
"Barking and Dagenham",2020-04-22,2,2
"Barnet",2020-04-22,6,1
"Barnsley",2020-04-22,5,3
"Bath and North East Somerset",2020-04-22,1,0
"Bedford",2020-04-22,2,0
"Bexley",2020-04-22,0,0
"Birmingham",2020-04-22,15,7
"Blackburn with Darwen",2020-04-22,0,0
"Blackpool",2020-04-22,2,0
"Bolton",2020-04-22,7,4
"Bournemouth, Christchurch and Poole",2020-04-22,6,2
"Bracknell Forest",2020-04-22,0,0
"Bradford",2020-04-22,12,4
"Brent",2020-04-22,4,2
"Brighton and Hove",2020-04-22,2,1
"Bristol, City of",2020-04-22,3,0
"Bromley",2020-04-22,3,0
"Buckinghamshire",2020-04-22,8,1
"Bury",2020-04-22,4,2
"Calderdale",2020-04-22,4,1
"Cambridgeshire",2020-04-22,6,0
"Camden",2020-04-22,2,1
"Central Bedfordshire",2020-04-22,4,0
"Cheshire East",2020-04-22,13,6
"Cheshire West and Chester",2020-04-22,10,6
"Cornwall",2020-04-22,5,1
"County Durham",2020-04-22,21,8
"Coventry",2020-04-22,1,1
"Croydon",2020-04-22,5,1
"Cumbria",2020-04-22,12,6
"Darlington",2020-04-22,1,1
"Derby",2020-04-22,2,1
"Derbyshire",2020-04-22,14,7
"Devon",2020-04-22,14,10
"Doncaster",2020-04-22,3,0
"Dorset",2020-04-22,5,2
"Dudley",2020-04-22,2,0
"Ealing",2020-04-22,2,1
"East Riding of Yorkshire",2020-04-22,5,1
"East Sussex",2020-04-22,13,3
"Enfield",2020-04-22,2,1
"Essex",2020-04-22,27,9
"Gateshead",2020-04-22,2,0
"Gloucestershire",2020-04-22,16,13
"Greenwich",2020-04-22,0,0
"Hackney",2020-04-22,1,0
"Halton",2020-04-22,1,0
"Hammersmith and Fulham",2020-04-22,0,0
"Hampshire",2020-04-22,34,16
"Haringey",2020-04-22,3,2
"Harrow",2020-04-22,1,0
"Hartlepool",2020-04-22,4,3
"Havering",2020-04-22,2,0
"Herefordshire, County of",2020-04-22,1,1
"Hertfordshire",2020-04-22,23,10
"Hillingdon",2020-04-22,6,3
"Hounslow",2020-04-22,4,2
"Isle of Wight",2020-04-22,2,1
"Islington",2020-04-22,0,0
"Kensington and Chelsea",2020-04-22,1,0
"Kent",2020-04-22,30,5
"Kingston upon Hull, City of",2020-04-22,2,2
"Kingston upon Thames",2020-04-22,2,0
"Kirklees",2020-04-22,5,1
"Knowsley",2020-04-22,4,3
"Lambeth",2020-04-22,1,0
"Lancashire",2020-04-22,19,8
"Leeds",2020-04-22,11,9
"Leicester",2020-04-22,1,1
"Leicestershire",2020-04-22,9,2
"Lewisham",2020-04-22,1,0
"Lincolnshire",2020-04-22,9,0
"Liverpool",2020-04-22,7,4
"Luton",2020-04-22,4,2
"Manchester",2020-04-22,3,2
"Medway",2020-04-22,1,0
"Merton",2020-04-22,2,1
"Middlesbrough",2020-04-22,2,1
"Milton Keynes",2020-04-22,4,1
"Newcastle upon Tyne",2020-04-22,6,1
"Newham",2020-04-22,0,0
"Norfolk",2020-04-22,16,3
"North East Lincolnshire",2020-04-22,2,0
"North Lincolnshire",2020-04-22,1,0
"North Somerset",2020-04-22,1,0
"North Tyneside",2020-04-22,1,0
"North Yorkshire",2020-04-22,13,8
"Northamptonshire",2020-04-22,13,2
"Northumberland",2020-04-22,7,2
"Nottingham",2020-04-22,1,0
"Nottinghamshire",2020-04-22,11,7
"Oldham",2020-04-22,6,3
"Oxfordshire",2020-04-22,13,8
"Peterborough",2020-04-22,2,0
"Plymouth",2020-04-22,3,0
"Portsmouth",2020-04-22,4,4
"Reading",2020-04-22,6,5
"Redbridge",2020-04-22,4,0
"Redcar and Cleveland",2020-04-22,4,2
"Richmond upon Thames",2020-04-22,2,2
"Rochdale",2020-04-22,6,2
"Rotherham",2020-04-22,12,7
"Rutland",2020-04-22,0,
"Salford",2020-04-22,3,2
"Sandwell",2020-04-22,4,0
"Sefton",2020-04-22,14,7
"Sheffield",2020-04-22,4,4
"Shropshire",2020-04-22,4,3
"Slough",2020-04-22,2,1
"Solihull",2020-04-22,3,1
"Somerset",2020-04-22,10,0
"South Gloucestershire",2020-04-22,1,0
"South Tyneside",2020-04-22,6,4
"Southampton",2020-04-22,8,4
"Southend-on-Sea",2020-04-22,2,1
"Southwark",2020-04-22,1,0
"St. Helens",2020-04-22,6,3
"Staffordshire",2020-04-22,13,6
"Stockport",2020-04-22,5,2
"Stockton-on-Tees",2020-04-22,3,1
"Stoke-on-Trent",2020-04-22,2,1
"Suffolk",2020-04-22,9,1
"Sunderland",2020-04-22,5,3
"Surrey",2020-04-22,23,11
"Sutton",2020-04-22,4,1
"Swindon",2020-04-22,0,0
"Tameside",2020-04-22,4,1
"Telford and Wrekin",2020-04-22,1,1
"Thurrock",2020-04-22,3,1
"Torbay",2020-04-22,1,0
"Tower Hamlets",2020-04-22,0,0
"Trafford",2020-04-22,8,4
"Wakefield",2020-04-22,7,4
"Walsall",2020-04-22,0,0
"Waltham Forest",2020-04-22,4,1
"Wandsworth",2020-04-22,3,2
"Warrington",2020-04-22,5,3
"Warwickshire",2020-04-22,18,6
"West Berkshire",2020-04-22,8,5
"West Sussex",2020-04-22,20,5
"Westminster",2020-04-22,1,1
"Wigan",2020-04-22,4,1
"Wiltshire",2020-04-22,14,6
"Windsor and Maidenhead",2020-04-22,0,0
"Wirral",2020-04-22,13,10
"Wokingham",2020-04-22,6,4
"Wolverhampton",2020-04-22,5,3
"Worcestershire",2020-04-22,14,6
"York",2020-04-22,0,0
"Notes:",2020-04-22,,
"1. Data provided by Care Quality Commission",2020-04-22,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-22,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-22,,
"England",2020-04-23,1001,414
"Barking and Dagenham",2020-04-23,2,1
"Barnet",2020-04-23,2,1
"Barnsley",2020-04-23,0,0
"Bath and North East Somerset",2020-04-23,7,5
"Bedford",2020-04-23,2,0
"Bexley",2020-04-23,1,0
"Birmingham",2020-04-23,9,3
"Blackburn with Darwen",2020-04-23,1,0
"Blackpool",2020-04-23,1,0
"Bolton",2020-04-23,4,2
"Bournemouth, Christchurch and Poole",2020-04-23,11,6
"Bracknell Forest",2020-04-23,0,0
"Bradford",2020-04-23,12,7
"Brent",2020-04-23,2,2
"Brighton and Hove",2020-04-23,2,0
"Bristol, City of",2020-04-23,10,7
"Bromley",2020-04-23,2,0
"Buckinghamshire",2020-04-23,11,0
"Bury",2020-04-23,11,6
"Calderdale",2020-04-23,2,1
"Cambridgeshire",2020-04-23,11,4
"Camden",2020-04-23,0,0
"Central Bedfordshire",2020-04-23,3,2
"Cheshire East",2020-04-23,9,4
"Cheshire West and Chester",2020-04-23,7,2
"Cornwall",2020-04-23,8,4
"County Durham",2020-04-23,24,10
"Coventry",2020-04-23,9,8
"Croydon",2020-04-23,4,2
"Cumbria",2020-04-23,8,3
"Darlington",2020-04-23,10,8
"Derby",2020-04-23,6,3
"Derbyshire",2020-04-23,14,8
"Devon",2020-04-23,16,6
"Doncaster",2020-04-23,5,1
"Dorset",2020-04-23,3,0
"Dudley",2020-04-23,6,2
"Ealing",2020-04-23,2,0
"East Riding of Yorkshire",2020-04-23,5,1
"East Sussex",2020-04-23,15,4
"Enfield",2020-04-23,1,0
"Essex",2020-04-23,29,8
"Gateshead",2020-04-23,6,3
"Gloucestershire",2020-04-23,18,8
"Greenwich",2020-04-23,1,0
"Hackney",2020-04-23,0,0
"Halton",2020-04-23,3,0
"Hammersmith and Fulham",2020-04-23,0,0
"Hampshire",2020-04-23,38,14
"Haringey",2020-04-23,0,0
"Harrow",2020-04-23,5,4
"Hartlepool",2020-04-23,2,2
"Havering",2020-04-23,6,1
"Herefordshire, County of",2020-04-23,3,0
"Hertfordshire",2020-04-23,30,9
"Hillingdon",2020-04-23,4,1
"Hounslow",2020-04-23,2,2
"Isle of Wight",2020-04-23,0,0
"Islington",2020-04-23,2,0
"Kensington and Chelsea",2020-04-23,0,0
"Kent",2020-04-23,19,7
"Kingston upon Hull, City of",2020-04-23,4,2
"Kingston upon Thames",2020-04-23,2,0
"Kirklees",2020-04-23,6,1
"Knowsley",2020-04-23,4,3
"Lambeth",2020-04-23,1,1
"Lancashire",2020-04-23,18,7
"Leeds",2020-04-23,15,8
"Leicester",2020-04-23,3,1
"Leicestershire",2020-04-23,12,4
"Lewisham",2020-04-23,0,0
"Lincolnshire",2020-04-23,10,0
"Liverpool",2020-04-23,18,13
"Luton",2020-04-23,0,0
"Manchester",2020-04-23,12,7
"Medway",2020-04-23,6,2
"Merton",2020-04-23,1,1
"Middlesbrough",2020-04-23,5,1
"Milton Keynes",2020-04-23,3,2
"Newcastle upon Tyne",2020-04-23,4,0
"Newham",2020-04-23,1,0
"Norfolk",2020-04-23,11,5
"North East Lincolnshire",2020-04-23,0,0
"North Lincolnshire",2020-04-23,2,0
"North Somerset",2020-04-23,2,0
"North Tyneside",2020-04-23,2,2
"North Yorkshire",2020-04-23,18,7
"Northamptonshire",2020-04-23,15,4
"Northumberland",2020-04-23,6,4
"Nottingham",2020-04-23,0,0
"Nottinghamshire",2020-04-23,13,3
"Oldham",2020-04-23,3,3
"Oxfordshire",2020-04-23,17,13
"Peterborough",2020-04-23,4,0
"Plymouth",2020-04-23,2,0
"Portsmouth",2020-04-23,4,4
"Reading",2020-04-23,8,5
"Redbridge",2020-04-23,3,1
"Redcar and Cleveland",2020-04-23,2,1
"Richmond upon Thames",2020-04-23,0,0
"Rochdale",2020-04-23,3,1
"Rotherham",2020-04-23,6,3
"Rutland",2020-04-23,0,
"Salford",2020-04-23,8,5
"Sandwell",2020-04-23,8,2
"Sefton",2020-04-23,3,0
"Sheffield",2020-04-23,16,11
"Shropshire",2020-04-23,10,2
"Slough",2020-04-23,1,1
"Solihull",2020-04-23,0,0
"Somerset",2020-04-23,6,2
"South Gloucestershire",2020-04-23,4,2
"South Tyneside",2020-04-23,7,5
"Southampton",2020-04-23,0,0
"Southend-on-Sea",2020-04-23,8,3
"Southwark",2020-04-23,0,0
"St. Helens",2020-04-23,7,4
"Staffordshire",2020-04-23,21,5
"Stockport",2020-04-23,5,4
"Stockton-on-Tees",2020-04-23,2,0
"Stoke-on-Trent",2020-04-23,10,5
"Suffolk",2020-04-23,24,8
"Sunderland",2020-04-23,7,4
"Surrey",2020-04-23,24,12
"Sutton",2020-04-23,5,1
"Swindon",2020-04-23,6,3
"Tameside",2020-04-23,5,2
"Telford and Wrekin",2020-04-23,3,1
"Thurrock",2020-04-23,4,2
"Torbay",2020-04-23,0,0
"Tower Hamlets",2020-04-23,0,0
"Trafford",2020-04-23,2,0
"Wakefield",2020-04-23,5,1
"Walsall",2020-04-23,2,0
"Waltham Forest",2020-04-23,6,2
"Wandsworth",2020-04-23,2,0
"Warrington",2020-04-23,3,1
"Warwickshire",2020-04-23,14,6
"West Berkshire",2020-04-23,4,2
"West Sussex",2020-04-23,33,14
"Westminster",2020-04-23,0,0
"Wigan",2020-04-23,1,0
"Wiltshire",2020-04-23,16,5
"Windsor and Maidenhead",2020-04-23,5,2
"Wirral",2020-04-23,16,7
"Wokingham",2020-04-23,7,4
"Wolverhampton",2020-04-23,2,0
"Worcestershire",2020-04-23,15,4
"York",2020-04-23,2,1
"Notes:",2020-04-23,,
"1. Data provided by Care Quality Commission",2020-04-23,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-23,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-23,,
"England",2020-04-24,919,390
"Barking and Dagenham",2020-04-24,0,0
"Barnet",2020-04-24,2,2
"Barnsley",2020-04-24,5,2
"Bath and North East Somerset",2020-04-24,8,3
"Bedford",2020-04-24,3,0
"Bexley",2020-04-24,8,1
"Birmingham",2020-04-24,8,2
"Blackburn with Darwen",2020-04-24,1,1
"Blackpool",2020-04-24,2,0
"Bolton",2020-04-24,5,3
"Bournemouth, Christchurch and Poole",2020-04-24,10,2
"Bracknell Forest",2020-04-24,0,0
"Bradford",2020-04-24,7,2
"Brent",2020-04-24,5,2
"Brighton and Hove",2020-04-24,2,1
"Bristol, City of",2020-04-24,7,5
"Bromley",2020-04-24,6,1
"Buckinghamshire",2020-04-24,12,6
"Bury",2020-04-24,2,2
"Calderdale",2020-04-24,2,1
"Cambridgeshire",2020-04-24,11,1
"Camden",2020-04-24,1,1
"Central Bedfordshire",2020-04-24,2,0
"Cheshire East",2020-04-24,13,7
"Cheshire West and Chester",2020-04-24,6,1
"Cornwall",2020-04-24,3,0
"County Durham",2020-04-24,14,4
"Coventry",2020-04-24,4,1
"Croydon",2020-04-24,5,1
"Cumbria",2020-04-24,14,8
"Darlington",2020-04-24,4,2
"Derby",2020-04-24,3,1
"Derbyshire",2020-04-24,15,3
"Devon",2020-04-24,14,4
"Doncaster",2020-04-24,1,0
"Dorset",2020-04-24,6,2
"Dudley",2020-04-24,3,1
"Ealing",2020-04-24,2,1
"East Riding of Yorkshire",2020-04-24,2,0
"East Sussex",2020-04-24,8,4
"Enfield",2020-04-24,1,0
"Essex",2020-04-24,33,9
"Gateshead",2020-04-24,5,2
"Gloucestershire",2020-04-24,17,11
